,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
979,k0ht,Khoeblal,Elgin,,,,2001-09-29,22,Netherlands,,,U,0,,A
980,s0ik,Stice,Tyler,,,,2000-08-02,23,United States,,,,0,,A
981,pj17,Pokotilov,Boris,,,,1997-05-27,26,Russia,180,78,R,2,,A
982,c0jx,Cuenin,Sean,,,Eric Winogradsky,2004-02-16,20,France,178,70,R,2,,A
983,l0bh,Lyeons,Jaycer,,,,2000-11-16,23,United States,180,75,R,2,,A
984,ra43,Rajski,Maciej,Piotrków Trybunalski,Poland,"Andrzej Sikorski, Krystian Pfeiffer",1991-05-03,32,Poland,193,80,R,2,,A
985,tg52,Tomasetto,Luca,,,,1996-03-31,27,Italy,185,83,R,2,,A
986,h0gc,Habib,Ali,,,,2002-11-26,21,Great Britain,,,U,0,,A
987,t0g2,Tammaro,Mariano,,,,2004-02-27,19,Italy,,,,0,,A
988,d0cu,De Jonge,Daniel,,,,1999-08-17,24,Netherlands,,,U,0,,A
989,f0ff,Florig,Philip,,,Benjamin Benedikter,2003-09-11,20,Germany,180,78,R,2,,A
990,t0a0,Tang,Sheng,,,,2000-01-28,24,China,183,78,R,0,,A
991,cn44,Curras Abasolo,Tomas,,,,2000-05-02,23,Spain,173,68,R,2,,A
992,t0ch,Tosetto,Rafael,,,Fernando Roese,1999-06-02,24,Brazil,0,76,R,2,,A
993,i411,Ingildsen,Johannes,,,,1997-07-01,26,Denmark,15,84,R,2,,A
994,dc83,Donev,Gabriel,,,Todor Donev,1996-06-29,27,Bulgaria,180,70,R,2,,A
995,g0ff,Garcian,Axel,,,,2002-06-07,21,France,178,72,R,0,,A
996,p0ke,Perruzza,Valerio,,,,2000-03-31,23,Italy,,,U,0,,A
997,b0g6,Brown,Preston,,,Ralph Brown,2001-08-23,22,United States,198,82,L,2,,A
998,s0ld,Saitoh,Keisuke,,,Shinichi Takemasa,2001-04-29,22,Japan,163,68,L,2,,A
999,d0c2,Donders,Dax,,,Remco Pondman Jan Donders,2000-07-14,23,Netherlands,178,66,L,2,,A
1000,l0g3,Lobanov,Aleksandr,,,,2001-04-01,22,Russia,,,U,0,,A
1001,g0mh,George,Benjamin Thomas,,,Maya Perkucin,2002-12-20,21,Canada,178,73,L,2,,A
1002,lh70,Lee,Kuan-Yi,,,,1996-09-09,27,Chinese Taipei,178,69,R,0,,A
1003,k0em,Kuhar,Matt,,,,1996-06-17,27,United States,178,70,R,2,,A
1004,g0b1,Gregg,Perry,,,Perry Gregg III,2000-07-06,23,United States,198,95,R,2,,A
1005,m0i1,McDaniel,Marcus,,,,2002-05-13,21,United States,,,,0,,A
1006,j0a6,Jones,Scott,,,,1998-01-14,26,Australia,170,66,R,2,,A
1007,h0ay,Houghton,George,,,,1998-07-11,25,Great Britain,,,R,0,,A
1008,k0bh,Kawakami,Rimpei,,,,2000-08-29,23,Japan,178,70,L,2,,A
1009,v993,Vasa,Eero,,,Jarkko Haataja,1997-02-01,27,Finland,185,82,R,2,,A
1010,m09m,Marrero Curbelo,Ivan,,,,1998-09-27,25,Spain,180,77,R,2,,A
1011,d09l,Dussin,Louis,,,,1999-07-01,24,France,178,68,R,2,,A
1012,b0ql,Bozemoj,Brian,,,,2003-11-30,20,Netherlands,,,U,0,,A
1013,sy31,Storrie,Ryan James,Dorchester,England,,1998-02-28,25,Great Britain,175,75,R,2,,A
1014,c0i5,Crowther,Corban,,,,2003-04-23,20,New Zealand,180,80,R,2,,A
1015,m0sb,Matsuda,Koki,,,,2000-10-31,23,Japan,183,73,R,2,,A
1016,l0id,Loge,Jack,,,,2004-11-16,19,Belgium,,,U,0,,A
1017,d0be,Delaney,Jesse,,,Ricky Bobby,1998-11-14,25,Australia,173,73,R,2,,A
1018,t0hs,Trochu,Pablo,,,,2003-10-21,20,France,,,U,0,,A
1019,pm12,Parizzia,Nicolas,,,,1998-09-15,25,Switzerland,,,U,0,,A
1020,l0g1,Lopez,Noah,,,,2002-02-25,21,Switzerland,183,73,L,0,,A
1021,ke85,Kawachi,Kazuma,,,,1994-10-11,29,Japan,170,66,R,2,,A
1022,sy50,Sinha,Nitin Kumar,,,,1999-02-20,25,India,178,68,R,2,,A
1023,n830,Nikles,Johan,,,José Ferrol Garcia,1997-03-23,26,Switzerland,173,68,R,2,,A
1024,m0j2,Masjuan Ginel,Pablo,,,,2002-07-29,21,Spain,,,U,0,,A
1025,t0bz,Tacchi,Luciano,,,,2001-04-26,22,Argentina,185,78,R,2,,A
1026,tg46,Tanuma,Ryota,Tokyo,Japan,Kimitsugu Hatano,1995-09-22,28,Japan,180,64,R,2,,A
1027,m0rx,Miyoshi,Kenta,,,,2004-03-16,19,Japan,185,70,R,2,,A
1028,rh69,Romios,Matthew Christopher,,,,1999-03-29,24,Australia,185,77,R,2,,A
1029,d0hx,Dietrich,Dylan,,,,2004-09-22,19,Switzerland,193,78,R,2,,A
1030,a0jw,Aguilar Cardozo,Joaquin,,,,2005-04-08,18,Uruguay,,,U,0,,A
1031,c0jr,Chirita,Ioan Alexandru,,,,2002-12-30,21,Romania,,,U,0,,A
1032,cd85,Carreno Busta,Pablo,Gijon,Spain,"Samuel Lopez, Jose Antonio Sanchez-de Luna",1991-07-12,32,Spain,188,78,R,2,2009,A
1033,b0a2,Banthia,Siddhant,,,,2000-08-04,23,India,180,67,R,2,,A
1034,g0d2,Gola,Andrea,,,Moreno Baccanelli,2001-08-31,22,Italy,183,70,R,2,,A
1035,h0gj,Hess,Sean,,,,2001-04-01,22,Argentina,178,72,R,2,,A
1036,t0b4,Tajima,Naoki,Kumamoto,Japan,,2000-09-21,23,Japan,173,73,R,2,,A
1037,g0b2,Goodger,Joshua,,,,1998-10-27,25,Great Britain,,,U,0,,A
1038,n0af,Nordquist,Arvid,,,Rudy Diaz De Vivar,1998-06-08,25,Sweden,185,87,R,2,,A
1039,s0in,Shin,Woobin,,,Semin Shin,2004-01-20,20,South Korea,185,76,R,2,,A
1040,n724,Noce,Gabriele Maria,,,Silvio Scaiola,1995-10-29,28,Italy,178,83,R,2,,A
1041,bd80,Balazs,Attila,Budapest,Hungary,Daniel Szendrei,1988-09-27,35,Hungary,180,78,R,2,2006,A
1042,c977,Cilic,Marin,Medjugorje,Bosnia-Herzegovina,Vilim Visak,1988-09-28,35,Croatia,198,89,R,2,2005,A
1043,ka98,Klahn,Bradley,Poway,CA,David Nainkin,1990-08-20,33,United States,183,75,L,2,2012,A
1044,c0e0,Cash,Robert,,,,2001-03-07,22,United States,,,U,0,,A
1045,g0jj,Gorzny,Sebastian,,,,2004-01-24,20,United States,,,R,1,,A
1046,b0ov,Brunclik,Petr,,,,2006-07-17,17,Czech Republic,,,U,0,,A
1047,g0bj,Garcia,Alejandro,,,,2001-11-19,22,Spain,,,U,0,,A
1048,o0bq,Ozolins,Karlis,,,Brad Dancer,2002-06-15,21,Latvia,196,93,R,2,,A
1049,s0vm,Svajda,Trevor,San Diego,CA,"Matt Hanlin, Tom Svajda",2006-04-20,17,United States,175,70,R,2,,A
1050,b0i0,Bernard,Alexander,,,Stanford Boster,2003-08-13,20,United States,175,73,L,2,,A
1051,k0m7,Khazime,Daniel,,,,2005-01-04,19,Russia,,,U,0,,A
1052,w0dd,Williams,Cooper,,,,2005-06-17,18,United States,191,83,R,2,,A
1053,g0lg,Ghazouani Durand,Yanis,,,,2000-07-04,23,France,,,U,0,,A
1054,a0dv,Azkara,Arda,,,,2003-03-14,20,Turkiye,,,U,0,,A
1055,r0kd,Rottgering,Mees,,,,2007-07-07,16,Netherlands,,,U,0,,A
1056,z09x,Zhao,Zhao,,,,2000-03-01,23,China,,,R,0,,A
1057,j0d5,Jones,Hayden,,,,2006-08-30,17,Australia,175,65,R,2,,A
1058,m0i0,Mckennon,Maxwell,,,,2002-05-17,21,United States,,,U,0,,A
1059,e0cl,Ellouck,Ron,,,,2004-11-15,19,Israel,,,U,0,,A
1060,p0gf,Pel,Stijn,,,,2002-04-24,21,Netherlands,185,88,R,0,,A
1061,f0ck,Fenty,Andrew,,,,2000-03-08,23,United States,193,88,R,2,,A
1062,r0hk,Romano,Filippo,,,,2005-07-07,18,Italy,188,82,R,2,,A
1063,kg53,Klintcharov,Alexander,,,,1996-08-25,27,New Zealand,188,86,R,1,,A
1064,c0nn,Cadenasso,Gianluca,,,,2004-09-29,19,Italy,178,70,R,2,,A
1065,b0rn,Bonsach Ganley,Kane,,,,2004-11-02,19,Denmark,,,U,0,,A
1066,i326,Isaro,Pruchya,Songkhla,Thailand,Soonton Isarow,1995-10-16,28,Thailand,175,70,R,2,,A
1067,k0hb,Kielan,Szymon,,,,2002-11-21,21,Poland,196,97,R,2,,A
1068,s09k,Srbljak,Gorazd,Skopje,Macedonia,,1997-08-24,26,North Macedonia,,,L,0,,A
1069,y0a8,Yamanaka,Taiyo,,,,2001-09-05,22,Japan,170,66,R,1,,A
1070,s0e6,Slump,Stijn,,,Marc Duncker,1999-01-21,25,Netherlands,185,84,R,0,,A
1071,s0jh,Speziali,Filippo,,,,2000-04-24,23,Italy,,,R,0,,A
1072,o684,O'Hoisin,Osgar,Dublin,Ireland,,1996-09-03,27,Ireland,193,82,R,2,,A
1073,a0an,Aksu,Cengiz,San Francisco,CA,,1998-07-30,25,Turkiye,183,74,R,2,,A
1074,c0mx,Cazacu,Dragos Nicolae,,,,2004-02-10,20,Romania,180,70,L,2,,A
1075,mo55,Miedler,Lucas,Tulln,Austria,Wolfgang Thiem,1996-06-21,27,Austria,183,78,R,1,2014,A
1076,b0pk,Braswell,Jonah,,,,2004-02-16,20,United States,,,R,2,,A
1077,i09u,Izquierdo Luque,Rafael,,,,2000-01-10,24,Spain,,,R,2,,A
1078,p0c1,Poling,Karl,,,,1999-08-04,24,United States,185,76,L,0,,A
1079,b0j8,Braswell,Micah,,,Ty Braswell,2001-11-04,22,United States,183,75,R,2,,A
1080,c0jt,Catry,Robin,,,"Kyle Spencer, Cris James",2002-03-06,21,France,196,85,R,1,,A
1081,hb83,Harper,Mitchell,Rockhampton,Australia,Jim Thompson,1997-09-05,26,Australia,175,73,R,2,,A
1082,m09x,Moghimi,Sina,,,,2001-07-27,22,Iran,,,U,0,,A
1083,fa42,Fossati,Carlo Alberto,,,,1999-01-25,25,Italy,,,U,0,,A
1084,h0d1,Heinonen,Adam,,,Petar Bubalo,2002-08-22,21,Sweden,188,72,R,1,,A
1085,b0iz,Badenhorst,Devin,,,,2004-05-20,19,South Africa,,,R,2,,A
1086,l0ck,Lalami Laaroussi,Younes,,,"Alberto Castellani, Othmane Lalami",2001-04-18,22,Morocco,188,80,R,2,,A
1087,s0mj,Suksumrarn,Thantub,,,,2001-05-18,22,Thailand,170,67,R,2,,A
1088,p0ff,Palovic,Lukas,,,,2002-03-02,21,Slovak Republic,,,U,0,,A
1089,p0hl,Pampanin,Pietro,,,"Marco Cepile, Nicola Ceragioli",2003-01-05,21,Italy,183,78,R,2,,A
1090,m0ic,Misasi,Giannicola,,,,2000-09-12,23,Italy,,,U,0,,A
1091,w0aj,Watanabe,Seita,,,,2000-12-25,23,Japan,180,75,R,2,,A
1092,b0lv,Bassem Sobhy,Michael,,,,2004-05-07,19,Egypt,,,U,0,,A
1093,tc87,Trinker,Jonas,,,,1995-08-29,28,Austria,196,83,R,2,,A
1094,mj01,Marcora,Roberto,Busto Arsizio,Italy,Francesco Aldi,1989-08-30,34,Italy,193,85,R,1,2009,A
1095,s0de,Suresh,Dhakshineswar,Madurai,India,,2000-03-29,23,India,193,66,R,2,,A
1096,v0dh,Von Der Schulenburg,Henry,,,,2000-01-23,24,Switzerland,,,U,0,,A
1097,j09f,Jebens,Hendrik,Stuttgart,Germany,,1995-08-08,28,Germany,196,91,R,2,,A
1098,a596,Andujar,Pablo,Cuenca,Spain,Marcos Esparcia,1986-01-23,38,Spain,180,80,R,2,2003,A
1099,p0me,Preda,Luca,,,,2006-03-19,17,Romania,,,U,0,,A
1100,a0iy,Alvarez,Luis Carlos,,,,2004-09-03,19,Mexico,,,R,2,,A
1101,h0eq,Hoole,Casey,,,,2003-02-28,20,Australia,,,U,0,,A
1102,a0ey,Ahouda,Walid,,,,2003-10-14,20,Morocco,,,U,0,,A
1103,ch27,Chung,Hyeon,Suwon,South Korea,,1996-05-19,27,South Korea,188,89,R,2,2014,A
1104,d0k3,Dalmasso,Guillaume,,,,2002-10-14,21,France,,,U,0,,A
1105,s0vo,Sornlaksup,Pawit,,,,1999-08-24,24,Thailand,,,U,0,,A
1106,d0i0,Dominko,Sebastian,,,Ryan Sachire,2003-05-13,20,Slovenia,203,89,L,2,,A
1107,h09w,Hasson,Jordan,,,,1999-10-12,24,Israel,183,75,R,2,,A
1108,p0lz,Panarin,Danil,,,,2005-01-23,19,Russia,,,U,0,,A
1109,ch19,Capecchi,Daniele,Borgo San Lorenzo,Italy,"Giovanni Galuppo , Diego Alvarez",1995-10-11,28,Italy,180,75,R,2,,A
1110,s0w8,Shah,Aryan,,,,2005-11-21,18,India,,,R,2,,A
1111,s0wt,Schwaerzler,Joel Josef,,,,2006-01-27,18,Austria,,,L,2,,A
1112,sx77,Strode,Isaiah,,,,1997-09-15,26,United States,183,75,R,2,,A
1113,c0l4,Christodoulou,Stylianos,,,,2004-11-04,19,Cyprus,,,U,0,,A
1114,n0eg,Nagel,Arthur,,,,2003-04-14,20,France,,,U,0,,A
1115,f0f0,Faucon,Romain,,,,2002-09-04,21,Belgium,,,U,0,,A
1116,wb23,Wood,Warren,,,,1993-06-12,30,United States,,,U,0,,A
1117,dg67,Drinic,Milan,Novi Sad,Serbia,,1997-10-16,26,Serbia,185,75,R,0,,A
1118,rd58,Recek,Dominik,,,,1995-02-19,29,Czech Republic,191,80,R,2,,A
1119,tg67,Tamm,Kristjan,,,Gianluca Carbone,1998-06-16,25,Estonia,185,82,R,2,,A
1120,b0m9,Bellifemine,Alessandro,,,,2001-06-24,22,Italy,,,U,0,,A
1121,f0fh,Fix,David,,,,2005-02-05,19,Germany,,,R,2,,A
1122,f0bp,Fellin,Pietro,,,,2001-08-02,22,Italy,193,78,R,2,,A
1123,h0dp,Han,Seon Yong,,,,2001-01-18,23,South Korea,,,U,0,,A
1124,h0hx,Hrazdil,Jan,,,,2005-03-04,18,Czech Republic,,,L,2,,A
1125,a0gq,Abderrahman,Wissam,,,,2003-10-13,20,Tunisia,,,U,0,,A
1126,c0i0,Carnevalle,Lucio,,,,2001-11-12,22,Argentina,175,71,R,2,,A
1127,v0f6,Villalon,Nicolas,,,Guillermo Gomez ,2004-02-21,20,Chile,180,78,R,2,,A
1128,w0ax,Weightman,Oscar,London,Great Britain,,2001-11-19,22,Great Britain,188,73,R,0,,A
1129,j540,Jose Ribeiro Lago,Elio,Fortaleza,Brazil,"Corrado Favale, Rocio Galarza",1997-12-31,26,Italy,196,85,R,2,,A
1130,e0di,Estevez,Juan,,,Mauro aprile,2005-09-22,18,Argentina,170,66,R,2,,A
1131,s0lf,Sheyngezikht,Leonid,,,Noe Losmozos ,2000-11-04,23,Bulgaria,188,86,R,2,,A
1132,bu32,Bouquet,Lucas,,,Florian Dambes ,1997-08-05,26,France,185,86,R,2,,A
1133,k0jb,Kobelt,Nicolas,,,,2004-06-15,19,Switzerland,173,70,R,2,,A
1134,c0fr,Campana,Federico,,,,1998-04-13,25,Italy,,,U,0,,A
1135,i416,Inui,Yuichiro,,,Shinichi Takehisa,1995-04-02,28,Japan,185,82,R,2,,A
1136,m0qk,Massard,Loann,,,,2005-07-27,18,France,,,U,0,,A
1137,m0aa,March,Cayetano,,,,2000-07-03,23,Ecuador,175,75,R,2,,A
1138,o560,Osorio,Juan Sebastian,,,,1997-10-14,26,Colombia,188,86,R,0,,A
1139,z0bl,Zakaria,Fares,,,,2001-05-13,22,Egypt,,,U,0,,A
1140,r0k9,Robertson,Charlie,,,,2006-10-07,17,Great Britain,,,U,0,,A
1141,c0pc,Connel,James,,,,2003-03-03,20,Great Britain,,,U,0,,A
1142,o522,Opelka,Reilly,St. Joseph,MI,"Jay Berger, Friedrich Kunath",1997-08-28,26,United States,211,102,R,2,2015,A
1143,e09h,Eriksson Ziverts,Jonas,Stockholm,Sweden,,1999-01-08,25,Sweden,185,75,R,2,,A
1144,f0hi,Fishback,Ryan,,,,2002-04-27,21,United States,,,U,0,,A
1145,cc98,Cuevas,Martin,Salto,Uruguay,Felipe Maccio,1992-01-14,32,Uruguay,191,90,R,1,2010,A
1146,m0ig,Monferrer,Ezequiel,,,,2003-05-16,20,Argentina,170,72,R,0,,A
1147,g0i4,Gorokhov,Mikhail,,,,2004-01-29,20,Russia,,,U,0,,A
1148,i0bn,Iakubenko,Volodymyr,,,,2005-07-19,18,Ukraine,193,90,R,2,,A
1149,p0j3,Petrov,Alexander,,,,2001-12-16,22,United States,188,84,L,2,,A
1150,r0j0,Rahman,Yannik,Miami,Florida,,2004-10-29,19,United States,185,79,L,2,,A
1151,f0c0,Ferguson,Chase,,,,1999-01-02,25,Australia,,,U,0,,A
1152,s0lt,Siniakov,Daniel,,,,2003-01-15,21,Czech Republic,183,78,R,2,,A
1153,b0if,Baker,Blu,,,"Temba Makurdi, Kevin Baker ",2001-08-28,22,Great Britain,191,82,R,2,,A
1154,f0hb,Fernandes,Rodrigo,,,,2006-11-18,17,Portugal,,,U,0,,A
1155,b0t2,Bol,Jurriaan,,,,2001-11-06,22,Netherlands,,,U,0,,A
1156,c0lk,Caniato,Carlo Alberto,,,,2005-10-31,18,Italy,,,R,0,,A
1157,a09u,Alvarez Varona,Nicolas,,,Cristiano de Oliveira Pinto,2001-05-18,22,Spain,188,83,R,2,,A
1158,rh45,Ruehl,Tim,,,,1998-03-31,25,Germany,,,U,0,,A
1159,h0b7,Hilderbrand,Trey,,,Mark Hilderbrand,2000-05-15,23,United States,196,86,R,2,,A
1160,k0hu,Kukasian,Artur,,,,2004-03-21,19,Russia,,,U,0,,A
1161,bu04,Bertuccioli,Federico,,,"Giorgio Galimberti, Igor Gaudi",1998-08-14,25,Italy,180,80,R,2,,A
1162,p0ck,Puskar,Samuel,,,,2000-04-21,23,Slovak Republic,,,,0,,A
1163,w0e2,Wallner,Mark,,,Marc Meigel,1999-07-20,24,Germany,196,93,R,2,,A
1164,b0jl,Baroni,Niccolo,,,,2003-12-04,20,Italy,,,U,0,,A
1165,b0bz,Bertimon,Maxence,,,,1999-09-20,24,France,,,U,0,,A
1166,m0tu,Melero Kretzer,Alejandro,,,,2005-01-01,19,Spain,,,U,0,,A
1167,s0a6,Shaw,Michael,,,,1999-02-19,25,Great Britain,,,U,0,,A
1168,mv39,Masabayashi,Tomohiro,,,,1998-03-05,25,Japan,170,70,R,2,,A
1169,b0ci,Bulus,Christopher,,,"Cesar Andrade, Vlad Margalitadze",2000-11-24,23,Nigeria,183,88,R,2,,A
1170,w0an,Welte,Milan,,,,2001-06-30,22,Germany,,,R,0,,A
1171,mm67,Matsumura,Ryotero,,,,1996-09-24,27,Japan,,,U,0,,A
1172,c0p0,Callejon Hernando,Sergio,,,,2004-09-16,19,Spain,,,U,0,,A
1173,d0hz,Del Pino,Mateo,,,Maria Alejandra Tellechea,2003-06-28,20,Argentina,173,61,L,2,,A
1174,b0mr,Bynoe,Evan,,,José Antonio Fernandez Ibarra,1999-05-27,24,United States,185,73,R,2,,A
1175,bt42,Boehler,Dominik,,,,1996-02-21,28,Germany,178,67,R,2,,A
1176,m0ho,Marinescu,Mihai Razvan,,,,2001-09-09,22,Romania,,,U,0,,A
1177,g0bx,Gaal,Corey,,,,1998-02-06,26,Australia,188,83,R,2,,A
1178,mw62,Mashtakov,Nikita,,,Bruno Urisk,1999-03-18,24,Ukraine,175,77,R,2,,A
1179,b0hd,Basic,Nikola,,,,2001-10-13,22,Croatia,,,U,0,,A
1180,b0mi,Brigida,Omar,,,,1999-03-23,24,Italy,,,U,0,,A
1181,cn05,Calvano,Giovanni,,,,1998-01-29,26,Italy,,,U,0,,A
1182,h0aa,Hodkin,Sean,Warsall,England,Justin Revill ,1998-10-31,25,Great Britain,185,90,R,1,,A
1183,p0b7,Pogosian,Sergei,,,,1998-07-12,25,Russia,,,R,2,,A
1184,h756,Haase,Robin,The Hague,The Netherlands,Raymond Knaap,1987-04-06,36,Netherlands,191,77,R,2,2005,A
1185,y124,Young,Donald,Chicago,IL,"Illona Young, Donald Young Sr.",1989-07-23,34,United States,183,79,L,2,2004,A
1186,b0pu,Bennani,Reda,,,,2007-02-16,17,Morocco,,,R,2,,A
1187,de12,Drzewiecki,Karol,Gorzów Wielkopolski,Poland,Wojciech Owsiak,1995-11-01,28,Poland,191,88,R,2,,A
1188,k771,Ilhan,Marsel,Samarkand,Uzbekistan,Erhan Oral,1987-06-11,36,Turkiye,191,80,R,2,2006,A
1189,t0hb,Tomic,Radomir,,,,2004-03-30,19,Bosnia-Herzegovina,,,U,0,,A
1190,n0al,Nanda,Govind,,,None,2001-02-17,23,United States,178,70,R,2,,A
1191,p0fr,Planelles Ripoll,Gerard,,,,2003-08-07,20,Spain,,,R,0,,A
1192,f0gd,Filip,Jakub,,,,2005-09-25,18,Czech Republic,,,R,0,,A
1193,s0tb,Strode,Elijah,,,,2002-02-07,22,United States,,,U,0,,A
1194,ml51,Martin,Toby,High Wycombe,England,John Black,1993-02-19,31,Great Britain,188,78,R,2,,A
1195,va22,Vocel,Matej,,,,1997-05-20,26,Czech Republic,188,88,R,2,,A
1196,g0jc,Godsick,Nicholas,Hunting Valley,Ohio,Carlos Benatzky ,2004-09-15,19,United States,185,73,R,2,,A
1197,kd02,Kyratzis,Sergis,,,,1995-05-12,28,Cyprus,,,L,2,,A
1198,m0bk,Militi Ribaldi,Andrea,,,,1999-07-27,24,Italy,,,,0,,A
1199,k0hm,Kamath,Madhwin,,,,2001-11-10,22,India,,,U,0,,A
1200,h0ib,Hadzimehmedovic,Romeo,,,,2005-03-04,18,Serbia,,,U,0,,A
1201,j0bq,Juhas,Kristijan,,,,2001-06-04,22,Serbia,,,U,0,,A
1202,b0no,Blanch,Darwin,,,,2007-09-28,16,United States,,,U,0,,A
1203,m0ow,Maute,Jannik,,,,2003-12-31,20,Germany,,,U,0,,A
1204,a0hm,Al Azmeh,Taym,,,,2004-03-31,19,Germany,,,U,0,,A
1205,a09q,Alkaya,Mert,,,,2000-06-14,23,Turkiye,,,,0,,A
1206,b0d6,Baadi,Taha,Rabat,Morocco,Cédric Kaufman,2001-07-19,22,Canada,183,74,R,2,,A
1207,j0dg,Juan Mano,Alejandro,,,,2005-01-14,19,Spain,,,U,0,,A
1208,rh21,Ross,Gianni,Chicago,IL,Sylvain Guichard ,1999-02-04,25,United States,180,70,R,2,,A
1209,s0tl,Sueoka,Yamato,,,,2003-02-28,20,Japan,168,70,R,2,,A
1210,d0kf,Dzhenev,Adriano,,,,2005-09-16,18,Bulgaria,,,U,0,,A
1211,s0wx,Schoen,Patrick,,,Pedro Felner,2005-05-04,18,Switzerland,185,65,R,2,,A
1212,ad04,Agabigun,Sarp,Istanbul,Turkiye,Dominik Hrbaty,1997-06-12,26,Turkiye,178,75,R,2,,A
1213,a0d2,Alkotop,Mousa,,,,1998-06-25,25,Jordan,,,U,0,,A
1214,g09r,Goldenberg,Lior,,,,1999-12-22,24,Israel,,,U,0,,A
1215,j0af,Jaisinghani,Raghav,,,,1998-01-20,26,India,,,U,0,,A
1216,fb59,Ferrari,Francesco,Vicenza,Italy,"Claudio Pistolesi, Alberto De Meo, Corrado Favale",1997-06-22,26,Italy,180,78,R,2,,A
1217,ea31,Efstathiou,Menelaos,,,,1999-03-02,24,Cyprus,183,80,R,2,,A
1218,s0jv,Sun,Qian,,,,2001-07-12,22,China,188,78,R,2,,A
1219,m0dw,Mikula,Michal,,,Lukasz Olszewski ,2000-03-04,23,Poland,183,85,R,2,,A
1220,v0gb,Vetrih,Miha,,,,2002-09-11,21,Slovenia,,,U,0,,A
1221,s0ub,Spiridon,Denis,,,,2002-07-02,21,Italy,,,,0,,A
1222,c09s,Coelho,Fabio,,,"João Maio, Eduardo Rodrigues ",2000-05-24,23,Portugal,175,68,R,2,,A
1223,o0cy,Oplustil,Patrik,,,,2005-04-21,18,Czech Republic,,,U,0,,A
1224,b0mg,Buitrago,Nicolas,,,,1998-05-22,25,Colombia,185,73,R,2,,A
1225,c0h7,Chepik,Alexander,,,"Yurii Isakov, Evgenia Kulikovskaya",1996-05-06,27,Russia,193,91,R,2,,A
1226,p09s,Pietri,Benjamin,,,Dorian Martinez,1996-07-31,27,France,183,78,R,1,,A
1227,l0g5,Loureiro,Joao Victor Couto,,,Diogo Cruz,2003-03-28,20,Brazil,185,80,R,2,,A
1228,c0gk,Cigarran,Thiago,,,Leonardo Olguin ,2000-03-26,23,Argentina,183,73,R,1,,A
1229,r960,Romboli,Fernando,Rio de Janeiro,Brazil,Tiago Leivas,1989-01-04,35,Brazil,180,81,R,1,2006,A
1230,ca33,Cervantes,Inigo,Hondarribia,Guipúzcoa,Javier Ferrer and Israel Vior,1989-11-30,34,Spain,180,78,R,2,2009,A
1231,m0o2,Mardjonovic,Aleksa,,,,2002-08-01,21,Serbia,,,U,0,,A
1232,o0c7,Orynbasar,Islam,,,,2004-03-29,19,Kazakhstan,,,U,0,,A
1233,u174,Uesugi,Kaito,Sakai,Japan,,1995-06-02,28,Japan,180,70,R,2,,A
1234,k0jw,Kolyachev,Nikola,,,,2003-07-09,20,Bulgaria,,,U,0,,A
1235,p0bm,Paroulek,Tadeas,,,,1999-12-30,24,Czech Republic,175,70,R,1,,A
1236,p0ge,Perego,Giulio,,,,2003-04-09,20,Italy,,,U,0,,A
1237,mr77,Meng,Cing-Yang,Taipei,Taiwan,,1998-07-19,25,Chinese Taipei,175,70,A,0,,A
1238,i09i,Ingarao,Alessandro,,,,1999-08-02,24,Italy,,,U,0,,A
1239,s0s5,Shick,Braden,,,"Kyle Spencer, Cris James, Tony Mule",2003-10-24,20,United States,183,70,R,1,,A
1240,c0ni,Chayka,Aleksander,,,,2004-10-06,19,Russia,,,U,0,,A
1241,l0fv,Loof,Thijmen,,,Marvin Cijntje,2002-07-15,21,Netherlands,196,90,R,2,,A
1242,n0f3,Namigandet Tenguere,Loic,,,,1998-12-09,25,France,,,U,0,,A
1243,t0ge,Tsitsipas,Pavlos,,,,2005-07-23,18,Greece,,,U,0,,A
1244,m0qv,Morandais,Jean-Christian,,,,2003-04-16,20,Guadeloupe,,,U,0,,A
1245,r0ku,Razeghi,Alexander,,,,2006-05-10,17,United States,,,U,0,,A
1246,b0qb,Basile,Alessio,,,,2004-08-07,19,Belgium,,,U,0,,A
1247,b0me,Bouchelaghem,Cesar,,,,2004-06-28,19,France,,,,0,,A
1248,c0hh,Caruso,Antonio,,,,1999-08-14,24,Italy,,,U,0,,A
1249,z0c5,Zhang,Linghao,,,,2003-02-17,21,China,183,76,R,2,,A
1250,g0en,Genier,Tanguy,,,,1998-02-04,26,Switzerland,,,U,0,,A
1251,j468,Jecan,Alexandru,Cluj-Napoca,Romania,"Gavrila, Cruciat, Puscasu, Apostu-Efremov",1988-06-02,35,Romania,180,73,L,2,,A
1252,c0fz,Catani,Leonardo,,,"Fabio Gorietti, Giampaolo Coppo",1999-06-25,24,Italy,191,81,R,2,,A
1253,m0nz,Mouilleron Salvo,Manuel,,,,2003-03-31,20,Argentina,191,82,R,0,,A
1254,m0v7,Marysko,Vincent,,,,2006-02-04,18,Germany,,,U,0,,A
1255,r0km,Rapagnetta,Daniele,,,,2006-12-03,17,Italy,,,U,0,,A
1256,cg85,Cayre,Paul,,,,1995-04-26,28,France,,,U,0,,A
1257,r0d3,Rogers,Andrew,,,,1998-12-18,25,United States,132,84,R,2,,A
1258,sj67,Suzuki,Ko,,,,1991-08-03,32,Japan,,,L,0,,A
